drawTime,result
997620030000,5
997620120000,2
997620210000,9
997620300000,5
997620390000,2
997620480000,6
997620570000,7
997620660000,3
997620750000,4
997620840000,5
997620930000,9
997621020000,5
997621110000,2
997621200000,9
997621290000,2
997621380000,4
997621470000,8
997621560000,6
997621650000,6
997621740000,9
997621830000,5
997621920000,3
997622010000,9
997622100000,5
997622190000,1
997622280000,9
997622370000,9
997622460000,2
997622550000,2
997622640000,7
997622730000,8
997622820000,7
997622910000,4
997623000000,9
997623090000,1
997623180000,7
997623270000,6
997623360000,7
997623450000,7
997623540000,0
997623630000,6
997623720000,6
997623810000,5
997623900000,4
997623990000,6
997624080000,4
997624170000,4
997624260000,1
997624350000,0
997624440000,6
997624530000,8
997624620000,1
997624710000,6
997624800000,9
997624890000,8
997624980000,8
997625070000,4
997625160000,6
997625250000,7
997625340000,1
997625430000,7
997625520000,9
997625610000,3
997625700000,2
997625790000,6
997625880000,6
997625970000,2
997626060000,1
997626150000,9
997626240000,4
997626330000,7
997626420000,8
997626510000,4
997626600000,5
997626690000,7
997626780000,8
997626870000,9
997626960000,0
997627050000,3
997627140000,4
997627230000,4
997627320000,8
997627410000,3
997627500000,9
997627590000,6
997627680000,3
997627770000,3
997627860000,6
997627950000,5
997628040000,5
997628130000,5
997628220000,5
997628310000,6
997628400000,8
997628490000,1
997628580000,2
997628670000,6
997628760000,3
997628850000,8
997628940000,2
997629030000,5
997629120000,1
997629210000,3
997629300000,8
997629390000,5
997629480000,0
997629570000,2
997629660000,9
997629750000,0
997629840000,9
997629930000,6
997630020000,6
997630110000,7
997630200000,0
997630290000,0
997630380000,6
997630470000,3
997630560000,6
997630650000,9
997630740000,5
997630830000,8
997630920000,9
997631010000,0
997631100000,6
997631190000,6
997631280000,0
997631370000,1
997631460000,0
997631550000,3
997631640000,5
997631730000,7
997631820000,3
997631910000,6
997632000000,8
997632090000,5
997632180000,9
997632270000,0
997632360000,0
997632450000,7
997632540000,6
997632630000,5
997632720000,6
997632810000,1
997632900000,0
997632990000,9
997633080000,2
997633170000,7
997633260000,7
997633350000,3
997633440000,3
997633530000,8
997633620000,2
997633710000,2
997633800000,3
997633890000,4
997633980000,6
997634070000,7
997634160000,8
997634250000,2
997634340000,8
997634430000,2
997634520000,9
997634610000,9
997634700000,8
997634790000,8
997634880000,3
997634970000,7
997635060000,2
997635150000,8
997635240000,3
997635330000,1
997635420000,9
997635510000,8
997636410000,8
997637400000,1
997637490000,8
997637580000,6
997638480000,8
997638570000,9
997639470000,7
997639560000,8
997639650000,1
997640640000,9
997640730000,6
1000234620000,4
1000235700000,9
1000236690000,4
1000236780000,0
1000236870000,4
1000236960000,7
1000237050000,8
1000237140000,2
1000237230000,5
1000237320000,5
1000237410000,8
1000237500000,9
1000237590000,1
1000237680000,8
1000237770000,4
1000237860000,0
1000237950000,3
1000238040000,4
1000238130000,1
1000238220000,9
1000238310000,6
1000238400000,8
1000238490000,3
1000238580000,2
1000238670000,3
1000238760000,4
1000238850000,9
1000238940000,1
1000239030000,1
1000239120000,0
1000239210000,1
1000239300000,1
1000239390000,7
1000239480000,4
1000239570000,7
1000239660000,5
1000239750000,3
1000239840000,8
1000239930000,2
1000240020000,1
1000240110000,7
1000240200000,7
1000240290000,4
1000240380000,0
1000241370000,7
1000242810000,1
1000242900000,9
1000242990000,8
1000243080000,3
1000243170000,5
1000243260000,3
1000243350000,6
1000243440000,7
1000243530000,2
1000243620000,0
1000243710000,2
1000243800000,7
1000243890000,3
1000243980000,8
1000244070000,0
1000244160000,9
1000244250000,7
1000244340000,7
1000244430000,5
1000244520000,3
1000244610000,6
1000244700000,8
1000244790000,4
1000244880000,7
1000244970000,2
1000245060000,8
1000245150000,9
1000245240000,5
1000245330000,8
1000245420000,3
1000245510000,6
1000245600000,9
1000245690000,4
1000245780000,0
1000245870000,9
1000245960000,3
1000246050000,6
1000246140000,0
1000246230000,1
1000246320000,1
1000246410000,2
1000247310000,0
1000248390000,4
1000248480000,4
1000248570000,4
1000248660000,4
1000248750000,7
1000248840000,4
1000248930000,9
1000249020000,5
1000249110000,9
1000249200000,7
1000249290000,8
1000249380000,2
1000249470000,2
1000249560000,9
1000249650000,2
1000249740000,9
1000249830000,5
1000249920000,0
1000250010000,0
1000250100000,7
1000250190000,1
1000250280000,8
1000250370000,0
1000250460000,9
1000250550000,8
1000250640000,4
1000250730000,8
1000250820000,4
1000250910000,4
1000251000000,1
1000251090000,4
1000251180000,3
1000251270000,1
1000251360000,7
1000251450000,2
1000251540000,4
1000251630000,2
1000251720000,0
1000251810000,8
1000251900000,9
1000251990000,2
1000252890000,2
1000252980000,3
1000253970000,2
1000254060000,1
1000254150000,6
1000254240000,6
1000254330000,2
1000254420000,7
1000254510000,7
1000254600000,7
1000254690000,8
1000254780000,3
1000254870000,8
1000254960000,9
1000255050000,7
1000255140000,1
1000255230000,0
1000255320000,4
1000255410000,7
1000255500000,5
1000255590000,5
1000257480000,9
1000257570000,0
1000265940000,5
1000274130000,4
1000281240000,8
1000288710000,8
1000289340000,1
1000298430000,7
1000298520000,4
1000300770000,3
1000300860000,0
1000300950000,1
1000301040000,6
1000301130000,6
1000301220000,3
1000301310000,0
1000301400000,1
1000301490000,6
1000301580000,4
1000301760000,2
1000301850000,5
1000301940000,5
1000302030000,4
1000302120000,5
1000302210000,1
1000302300000,9
1000302390000,8
1000302480000,3
1000302570000,5
1000302660000,9
1000302750000,9
1000302840000,1
1000302930000,4
1000303020000,1
1000303110000,4
1000303200000,4
1000303290000,6
1000303380000,0
1000303470000,2
1000303560000,3
1000303650000,6
1000303740000,7
1000303830000,6
1000303920000,3
1000304010000,8
1000304100000,8
1000304190000,2
1000304280000,9
1000304370000,1
1000304460000,9
1000304640000,9
1000304730000,9
1000304820000,7
1000305000000,0
1000305090000,2
1000305180000,3
1000305270000,9
1000305360000,8
1000305450000,2
1000305540000,5
1000305630000,1
1000305720000,6
1000305810000,6
1000305900000,5
1000305990000,8
1000306080000,4
1000306260000,7
1000306350000,5
1000306440000,4
1000306620000,8
1000306710000,9
1000306800000,0
1000306890000,2
1000306980000,2
1000307070000,6
1000307160000,7
1000307250000,4
1000307340000,1
1000307430000,4
1000307520000,2
1000307610000,9
1000307700000,5
1000307790000,2
1000307880000,3
1000307970000,0
1000308060000,6
1000308150000,8
1000308240000,7
1000308330000,2
1000308420000,5
1000308510000,0
1000308600000,2
1000308690000,4
1000308780000,3
1000308870000,9
1000308960000,9
1000309050000,9
1000309320000,7
1000309410000,2
1000309500000,1
1000309590000,6
1000309680000,6
1000309770000,2
1000309860000,1
1000309950000,3
1000310130000,5
1000310220000,0
1000310310000,3
1000310400000,6
1000310490000,0
1000310580000,9
1000310670000,4
1000310760000,3
1000310850000,9
1000310940000,9
1000311030000,7
1000311120000,3
1000311210000,8
1000311300000,0
1000311390000,9
1000311480000,5
1000311570000,0
1000311660000,1
1000311750000,6
1000311840000,1
1000311930000,1
1000312020000,0
1000312110000,7
1000312200000,5
1000312290000,4
1000312470000,2
1000312560000,0
1000312650000,2
1000312740000,9
1000312830000,1
1002871080000,1
1002871170000,7
1002875130000,4
1002875220000,8
1002875310000,1
1002875400000,9
1002875490000,8
1002875580000,7
1002875670000,2
1002875760000,1
1002875940000,6
1002876030000,3
1002876120000,7
1002876210000,6
1002876300000,3
1002876390000,0
1002876480000,6
1002876660000,9
1002876750000,8
1002876840000,4
1002876930000,5
1002877020000,1
1002877110000,2
1002877200000,7
1002877290000,9
1002877380000,9
1002877470000,6
1002877560000,9
1002877650000,7
1002877740000,3
1002877830000,3
1002877920000,7
1002878010000,8
1002878100000,4
1002878190000,8
1002878280000,0
1002878370000,2
1002878460000,4
1002878550000,0
1002878640000,6
1002878730000,1
1002878820000,8
1002878910000,4
1002879000000,7
1002879090000,9
1002879180000,4
1002879270000,5
1002879360000,1
1002879450000,8
1002879540000,0
1002879630000,2
1002879720000,5
1002879810000,3
1002879900000,9
1002879990000,4
1002880080000,4
1002880170000,0
1002880260000,5
1002880350000,9
1002880440000,3
1002880530000,7
1002880620000,3
1002880710000,1
1002880800000,8
1002880890000,4
1002880980000,8
1002881070000,1
1002881160000,1
1002881250000,6
1002881340000,1
1002881430000,0
1002881520000,3
1002881610000,0
1002881700000,1
1002881790000,2
1002881880000,7
1002881970000,7
1002882060000,3
1002882150000,7
1002882240000,4
1002882330000,6
1002882420000,0
1002882510000,0
1002882600000,0
1002882690000,5
1002882780000,9
1002882870000,7
1002882960000,5
1002883050000,7
1002883140000,3
1002883230000,2
1002883320000,9
1002883410000,0
1002883500000,0
1002883590000,5
1002883680000,4
1002883770000,6
1002883860000,4
1002883950000,3
1002884040000,0
1002884130000,8
1002884220000,3
1002884310000,7
1002884400000,6
1002884490000,9
1002884580000,9
1002884670000,5
1002884760000,7
1002884850000,9
1002884940000,5
1002885840000,5
1002885930000,4
1002886020000,1
1002886110000,1
1002886200000,9
1002886290000,7
1002886380000,1
1002886470000,8
1002886560000,8
1002886650000,9
1002886740000,4
1002886830000,8
1002886920000,2
1002887010000,0
1002887100000,2
1002887190000,3
1002887280000,3
1002887370000,3
1002887460000,9
1002887550000,4
1002887640000,3
1002887730000,1
1002887820000,6
1002887910000,6
1002888000000,9
1002888090000,3
1002888180000,9
1002888270000,1
1002888360000,1
1002888450000,3
1002888540000,1
1002888630000,7
1002888720000,2
1002888810000,3
1002888900000,8
1002888990000,4
1002889080000,8
1002889170000,8
1002889260000,0
1002889350000,3
1002889440000,9
1002889530000,0
1002889620000,4
1002889710000,7
1002889800000,1
1002889890000,3
1002889980000,6
1002890070000,8
1002890250000,2
1002890340000,0
1002890430000,7
1002890520000,5
1002890610000,1
1002890700000,3
1002890790000,6
1002890880000,9
1002890970000,9
1002891060000,8
1002891150000,6
1002891240000,9
1002891330000,2
1002891420000,4
1002891510000,4
1002891600000,5
1002891690000,2
1002891780000,5
1002891870000,2
1002891960000,7
1002892050000,4
1002892140000,8
1002892230000,6
1002892320000,4
1002892410000,1
1002892500000,9
1002892590000,3
1002892680000,2
1002892770000,0
1002892860000,4
1002892950000,8
1002893040000,2
1002893130000,8
1002893220000,0
1002893310000,4
1002893400000,9
1002893490000,0
1002893580000,3
1002893670000,7
1002893760000,9
1002893850000,2
1002893940000,3
1002894030000,5
1002894120000,0
1002894210000,7
1002894300000,9
1002894390000,0
1002894480000,4
1002894570000,4
1002894660000,2
1002894750000,2
1002894840000,3
1002894930000,5
1002895020000,0
1002895110000,0
1002895200000,7
1002895290000,6
1002895380000,1
1002895470000,1
1002895560000,5
1002895650000,9
1002895740000,2
1002895830000,5
1002895920000,9
1002896010000,2
1002896100000,9
1002896190000,8
1002896280000,9
1002896370000,4
1002896460000,1
1002896550000,5
1002896640000,1
1002896730000,4
1002896820000,8
1002896910000,7
1002897000000,9
1002897090000,2
1002897180000,2
1002897270000,7
1002897360000,5
1002897450000,9
1002897540000,3
1002897630000,4
1002897720000,6
1002897810000,8
1002897900000,4
1002897990000,7
1002898080000,0
1002898170000,3
1002898260000,9
1002898350000,1
1002898440000,4
1002898530000,9
1002898620000,2
1002898710000,9
1002898800000,6
1002898890000,7
1002898980000,9
1002899070000,6
1002899160000,1
1002899250000,4
1002899340000,3
1002899430000,4
1002899520000,3
1002899610000,5
1002899700000,2
1002899790000,3
1002899880000,1
1002899970000,8
1002900060000,8
1002900150000,5
1002900240000,0
1002900330000,5
1002900420000,6
1002900510000,3
1002900600000,3
1002900690000,7
1002900780000,6
1002900870000,0
1002900960000,2
1002901050000,6
1002901140000,8
1002901230000,0
1002901320000,0
1002901410000,2
1002901500000,1
1002901590000,3
1002901680000,7
1002901770000,7
1002901860000,3
1002901950000,6
1002902040000,9
1002902130000,6
1002902220000,7
1002902310000,7
1002902400000,7
1002902490000,9
1002902580000,8
1002902670000,0
1002902760000,4
1002902850000,5
1002902940000,4
1002903030000,2
1002903120000,9
1002903210000,1
1002903300000,5
1002903390000,1
1002903480000,0
1002903570000,4
1002903660000,2
1002903750000,6
1002903840000,6
1002903930000,6
1002904020000,3
1002904110000,8
1002904200000,1
1002904290000,2
1002904380000,5
1002904470000,0
1002904560000,5
1002904650000,6
1002904740000,0
1002904830000,2
1002904920000,0
1002905010000,9
1002905100000,9
1002905190000,3
1002905280000,1
1002905370000,8
1002905460000,0
1002905550000,9
1002905640000,4
1002905730000,1
1002905820000,6
1002905910000,8
1002906000000,8
1002906090000,7
1002906180000,6
1002906270000,7
1002906360000,7
1002906450000,0
1002906540000,5
1002906630000,6
1002906720000,0
1002906810000,5
1002906900000,3
1002906990000,0
1002907080000,6
1002907170000,8
1002907260000,9
1002907350000,0
1002907440000,1
1002907530000,6
1002907620000,2
1002907710000,0
1002907800000,7
1002907890000,0
1002907980000,9
1002908070000,6
1002908160000,0
1002908250000,2
1002908340000,7
1002908430000,8
1002908520000,8
1002908610000,9
1002908700000,5
1002908790000,3
1002908880000,1
1002908970000,9
1002909060000,5
1002909150000,9
1002909240000,0
1002909330000,2
1002909420000,9
1002909510000,7
1002909600000,6
1002909690000,9
1002909780000,2
1002909870000,9
1002909960000,8
1002910050000,5
1002910140000,2
1002910230000,1
1002910320000,5
1002910410000,9
1002910500000,9
1002910590000,5
1002910680000,1
1002910770000,4
1002910860000,1
1002910950000,3
1002911040000,8
1002911130000,4
1002911220000,1
1002911310000,3
1005503400000,7
1005503490000,5
1005503580000,7
1005503670000,8
1005503760000,3
1005503850000,1
1005503940000,5
1005504030000,7
1005504120000,5
1005504300000,4
1005504390000,7
1005504480000,7
1005504570000,0
1005504660000,3
1005504750000,3
1005504840000,3
1005504930000,7
1005505020000,4
1005505110000,8
1005505200000,3
1005505290000,8
1005505380000,7
1005505470000,9
1005505560000,8
1005505650000,7
1005505740000,1
1005505830000,7
1005505920000,0
1005506010000,9
1005506100000,8
1005506190000,6
1005506280000,4
1005506370000,3
1005506460000,8
1005506550000,2
1005506640000,3
1005506730000,7
1005506820000,8
1005506910000,2
1005507000000,3
1005507090000,6
1005507180000,7
1005507270000,4
1005507360000,2
1005507450000,5
1005507540000,6
1005507630000,1
1005507720000,0
1005507810000,2
1005507900000,6
1005507990000,6
1005508080000,6
1005508170000,5
1005508260000,5
1005508350000,2
1005508440000,5
1005508530000,1
1005508620000,1
1005508710000,8
1005508800000,2
1005508890000,7
1005508980000,4
1005509070000,8
1005509160000,7
1005509250000,6
1005509340000,5
1005509430000,2
1005509520000,4
1005509610000,7
1005509700000,6
1005509790000,8
1005509880000,6
1005509970000,7
1005510060000,3
1005510150000,5
1005510240000,3
1005510330000,4
1005510420000,1
1005510510000,7
1005510600000,7
1005510690000,2
1005510780000,0
1005510870000,8
1005510960000,7
1005511050000,4
1005511140000,0
1005511230000,6
1005511320000,0
1005511410000,7
1005511500000,3
1005511590000,1
1005511680000,2
1005511770000,4
1005511860000,4
1005511950000,2
1005512040000,3
1005512130000,1
1005512220000,4
1005512310000,6
1005512400000,9
1005512490000,7
1005512580000,2
1005512670000,3
1005512760000,0
1005512850000,2
1005512940000,8
1005513030000,5
1005513120000,6
1005513210000,5
1005513300000,6
1005513390000,1
1005513480000,6
1005513570000,5
1005513660000,8
1005513750000,9
1005513840000,1
1005513930000,9
1005514020000,4
1005514110000,0
1005514200000,3
1005514290000,7
1005514380000,8
1005514470000,6
1005514560000,8
1005514650000,2
1005514740000,6
1005514830000,0
1005514920000,2
1005515010000,9
1005515100000,1
1005515190000,4
1005515280000,7
1005515370000,6
1005515460000,2
1005515550000,5
1005515640000,8
1005515730000,4
1005515820000,4
1005515910000,7
1005516000000,1
1005516090000,0
1005516180000,5
1005516270000,7
1005516360000,6
1005516450000,8
1005516540000,7
1005516630000,7
1005516720000,7
1005516810000,0
1005516900000,0
1005516990000,7
1005517080000,9
1005517170000,4
1005517260000,2
1005517350000,6
1005517440000,5
1005517530000,8
1005517620000,2
1005517710000,7
1005517800000,5
1005517890000,8
1005517980000,6
1005518070000,5
1005518160000,4
1005518250000,0
1005518340000,7
1005518430000,1
1005518520000,0
1005518610000,7
1005518700000,5
1005518790000,7
1005518880000,7
1005518970000,9
1005519060000,2
1005519150000,0
1005519240000,8
1005519330000,9
1005519420000,4
1005519510000,1
1005519600000,8
1005519690000,9
1005519780000,2
1005519870000,5
1005519960000,6
1005520050000,9
1005520140000,5
1005520230000,7
1005520320000,9
1005520410000,3
1005520500000,8
1005520590000,5
1005520680000,3
1005520770000,9
1005520860000,6
1005520950000,7
1005521040000,5
1005521130000,9
1005521220000,1
1005521310000,0
1005521400000,1
1005521490000,0
1005521580000,8
1005521670000,6
1005521760000,3
1005521850000,1
1005521940000,5
1005522030000,3
1005522120000,7
1005522210000,1
1005522300000,5
1005522390000,8
1005522480000,8
1005522570000,5
1005522660000,4
1005522750000,9
1005522840000,2
1005522930000,7
1005523020000,9
1005523110000,5
1005523200000,0
1005523290000,0
1005523380000,8
1005523470000,6
1005523560000,2
1005523650000,1
1005523740000,4
1005523830000,2
1005523920000,0
1005524010000,2
1005524100000,5
1005524190000,2
1005524280000,7
1005524370000,0
1005524460000,2
1005524550000,6
1005524640000,9
1005524730000,0
1005524820000,4
1005524910000,1
1005525000000,6
1005525090000,4
1005525180000,5
1005525270000,4
1005525360000,4
1005525450000,7
1005525540000,8
1005525630000,0
1005525720000,0
1005525810000,0
1005525900000,8
1005525990000,3
1005526080000,7
1005526170000,5
1005526260000,4
1005526350000,4
1005526440000,7
1005526530000,7
1005526620000,6
1005526710000,8
1005526800000,3
1005526890000,3
1005526980000,3
1005527070000,3
1005527160000,5
1005527250000,4
1005527340000,2
1005527430000,3
1005527520000,5
1005527610000,3
1005527700000,0
1005527790000,4
1005527880000,0
1005527970000,1
1005528060000,9
1005528150000,2
1005528240000,5
1005528330000,2
1005528420000,9
1005528510000,5
1005528600000,7
1005528690000,3
1005528780000,3
1005528870000,4
1005528960000,7
1005529050000,1
1005529140000,4
1005529230000,4
1005529320000,6
1005529410000,8
1005529500000,8
1005529590000,8
1005529680000,2
1005529770000,7
1005529860000,4
1005529950000,9
1005530040000,6
1005530130000,1
1005530220000,0
1005530310000,9
1005530400000,6
1005530490000,3
1005530580000,9
1005530670000,3
1005530760000,7
1005530850000,0
1005530940000,4
1005539220000,4
1005539310000,5
1005539490000,6
1005539580000,1
1005539670000,4
1005539760000,3
1005539850000,5
1005539940000,4
1005540030000,7
1005540120000,1
1005540210000,9
1005540300000,9
1005540390000,9
1005540480000,6
1005540570000,6
1005540660000,3
1005540750000,7
1005540840000,5
1005540930000,3
1005541020000,3
1005541110000,3
1005541200000,8
1005541290000,0
1005541380000,2
1005541470000,5
1005541560000,1
1005541650000,5
1005541740000,2
1005541830000,0
1005541920000,5
1005542010000,7
1005542100000,8
1005542190000,0
1005542280000,8
1005542370000,2
1005542460000,0
1005542550000,1
1005542640000,7
1005542730000,0
1005542820000,8
1005542910000,4
1005543000000,4
1005543090000,4
1005543180000,7
1005543270000,7
1005543360000,2
1005543450000,1
1005543540000,2
1005543630000,6
1005543720000,4
1005543810000,4
1005543900000,6
1005543990000,6
1005544080000,5
1005544170000,6
1005544350000,9
1005544440000,7
1005544530000,7
1005544620000,3
1005544710000,2
1005544890000,0
1005544980000,3
1005545070000,2
1005545160000,3
1005545250000,1
1005545430000,9
1005545520000,6
1005545610000,1
1005545700000,3
1005545790000,2
1005545880000,4
1005545970000,4
1005546060000,5
1005546150000,5
1005546240000,9
1005546330000,6
1005546420000,6
1005546510000,4
1005546600000,6
1005546690000,9
1005546780000,8
1005546870000,1
1005546960000,4
1005547050000,6
1005547140000,1
1005547230000,0
1005547320000,0
1005547410000,5
1005547500000,2
1005547590000,7
1005547680000,5
1005547770000,9
1005547860000,4
1005547950000,9
1005548040000,0
1005548130000,5
1005548220000,1
1005548310000,9
1005548400000,7
1005548490000,5
1005548580000,6
1005548670000,0
1005548760000,3
1005548850000,5
1005548940000,3
1005549030000,6
1005549120000,5
1005549210000,9
1005549300000,9
1005549390000,4
1005549480000,4
1005549570000,8
1005549660000,1
1005549750000,1
1005549840000,0
1005549930000,6
1005550020000,8
1005550110000,0
1005550200000,7
1005550290000,6
1005550380000,7
1005550470000,1
1005550560000,2
1005550650000,2
1005550740000,5
1005550830000,9
1005550920000,8
1005551010000,4
1005551100000,7
1005551190000,7
1005551280000,1
1005551370000,8
1005552090000,9
1005552180000,9
1005552270000,6
1005552360000,2
1005552450000,0
1005552540000,6
1005552630000,5
1005552720000,7
1005552810000,8
1005552900000,6
1005552990000,2
1005553080000,1
1005553170000,0
1005553260000,9
1005553350000,7
1005553440000,7
1005553530000,5
1005553620000,7
1005553710000,4
1005553800000,1
1005553890000,2
1005553980000,7
1005554070000,8
1005554160000,4
1005554250000,3
1005554340000,0
1005554430000,4
1005554520000,2
1005554610000,1
1005554700000,0
1005554790000,1
1005554880000,0
1005554970000,8
1005555060000,8
1005555150000,3
1005555240000,0
1005555330000,2
1005555420000,2
1005555510000,4
1005555600000,4
1005555690000,9
1005555780000,0
1005555870000,3
1005555960000,1
1005556050000,9
1005556140000,5
1005556230000,5
1005556320000,3
1005556410000,3
1005556500000,1
1005556590000,8
1005556680000,4
1005556770000,9
1005556860000,3
1005556950000,5
1005557040000,5
1005557130000,8
1005557220000,5
1005557310000,9
1005557400000,8
1005557490000,7
1005557580000,0
1005557670000,7
1005557760000,5
1005557850000,4
1005557940000,5
1005558030000,0
1005558120000,3
1005558210000,7
1005558300000,6
1005558390000,5
1005558480000,5
1005558570000,9
1005558660000,5
1005558750000,8
1005558840000,3
1005558930000,9
1005559020000,8
1005559110000,9
1005559200000,1
1005559290000,2
1005559380000,7
1005559470000,9
1005559560000,8
1005559650000,1
1005559740000,0
1005559830000,4
1005559920000,3
1005560010000,1
1005560100000,2
1005560190000,2
1005560280000,3
1005560370000,3
1005560460000,2
1005560550000,9
1005560640000,4
1005560730000,2
1005560820000,9
1005560910000,9
1005561000000,9
1005561090000,3
1005561180000,4
1005561270000,8
1005561360000,4
1005561450000,7
1005561540000,9
1005561630000,4
1005561720000,3
1005561810000,4
1005561900000,5
1005561990000,2
1005562080000,5
1005562170000,4
1005562260000,7
1005562350000,6
1005562440000,0
1005562530000,9
1005562620000,6
1005562710000,5
1005562800000,5
1005562890000,3
1005562980000,6
1005563070000,9
1005563160000,9
1005563250000,8
1005563340000,6
1005563430000,5
1005563520000,3
1005563610000,2
1005563700000,2
1005563790000,1
1005563880000,7
1005563970000,7
1005564060000,0
1005564150000,1
1005564240000,0
1005564330000,2
1005564420000,1
1005564510000,2
1005564600000,0
1005564690000,3
1005564780000,1
1005564870000,2
1005564960000,0
1005565050000,8
1005565140000,9
1005565230000,7
1005565320000,2
1005565410000,7
1005565500000,3
1005565590000,3
1005565680000,9
1005565770000,0
1005565860000,9
1005565950000,7
1005566040000,1
1005566130000,3
1005566220000,8
1005566310000,0
1005566400000,4
1005566490000,6
1005566580000,1
1005566670000,2
1005566760000,2
1005566850000,3
1005566940000,9
1005567030000,4
1005567120000,1
1005567210000,1
1005567300000,2
1005567390000,3
1005567480000,9
1005567570000,0
1005567660000,9
1005567750000,4
1005567840000,1
1005567930000,1
1005568020000,0
1005568110000,4
1005568200000,0
1005568290000,4
1005568380000,1
1005568470000,6
1005568560000,9
1005568650000,0
1005568740000,0
1005568830000,9
1005568920000,4
1005569010000,5
1005569100000,9
1005569190000,8
1005569280000,2
1005569370000,3
1005569460000,8
1005569550000,3
1005569640000,0
1005569730000,4
1005569820000,3
1005569910000,8
1005570000000,4
1005570090000,1
1005570180000,2
1005570270000,5
1005570360000,3
1005570450000,0
1005570540000,1
1005570630000,1
1005570720000,1
1005570810000,1
1005570900000,1
1005570990000,1
1005571080000,1
1005571170000,9
1005571260000,9
1005571350000,4
1005571440000,3
1005571530000,4
1005571620000,3
1005571710000,7
1005571800000,6
1005571890000,1
1005571980000,4
1005572070000,4
1005572160000,7
1005572250000,7
1005572340000,6
1005572430000,2
1005572520000,8
1005572610000,4
1005572700000,3
1005572790000,6
1005572880000,5
1005572970000,4
1005573060000,2
1005573150000,8
1005573240000,6
1005573330000,6
1005573420000,5
1005573510000,9
1005573600000,2
1005573690000,4
1005573780000,3
1005573870000,7
1005573960000,8
1005574050000,4
1005574140000,5
1005574230000,0
1005574320000,1
1005574410000,1
1005574500000,0
1005574590000,2
1005574680000,6
1005574770000,3
1005574860000,2
1005574950000,1
1005575040000,9
1005575130000,0
1005575220000,3
1005575310000,6
1005575400000,6
1005575490000,5
1005575580000,6
1005575670000,9
1005575760000,0
1005575850000,4
1005575940000,1
1005576030000,8
1005576120000,4
1005576210000,1
1005576300000,6
1005576390000,1
1005576480000,5
1005576570000,6
1005576660000,4
1005576750000,1
1005576840000,0
1005576930000,8
1005577020000,7
1005577110000,0
1005577200000,6
1005577290000,4
1005577380000,8
1005577470000,1
1005577560000,4
1005577650000,3
1005577740000,8
1005577830000,6
1005577920000,4
1005578010000,1
1005578100000,5
1005578190000,4
1005578280000,7
1005578370000,0
1005578460000,5
1005578550000,4
1005578640000,4
1005578730000,5
1005578820000,2
1005578910000,2
1005579000000,4
1005579090000,6
1005579180000,6
1005579270000,3
1005579360000,0
1005579450000,4
1005579540000,1
1005579630000,4
1005579720000,7
1005579810000,8
1005579900000,8
1005579990000,6
1005580080000,0
1005580170000,4
1005580260000,1
1005580350000,4
1005580440000,8
1005580530000,7
1005580620000,2
1005580710000,6
1005580800000,4
1005580890000,0
1005580980000,6
1005581070000,9
1005581160000,3
1005581250000,8
1005581340000,2
1005581430000,4
1005581520000,2
1005581610000,9
1005581700000,7
1005581790000,1
1005581880000,1
1005581970000,8
1005582060000,2
1005582150000,7
1005582240000,3
1005582330000,3
1005582420000,8
1005582510000,6
1005582600000,3
1005582690000,8
1005582780000,8
1005582870000,2
1005582960000,3
1005583050000,6
1005583140000,1
1005583230000,1
1005583320000,0
1005583410000,8
1005583500000,9
1005583590000,3
1005583680000,9
1005583770000,6
1005583860000,9
1005583950000,7
1005584040000,3
1005584130000,3
1005584220000,1
1005584310000,4
1005584400000,6
1005584490000,8
1005584580000,2
1005584670000,9
1005584760000,7
1005584850000,7
1005584940000,0
1005585030000,3
1005585120000,4
1005585210000,5
1005585300000,1
1005585390000,5
1005585480000,2
1005585570000,9
1005585660000,7
1005585750000,2
1005585840000,1
1005585930000,0
1005586020000,4
1005586110000,4
1005586200000,5
1005586290000,6
1005586380000,4
1005586470000,9
1005586560000,9
1005586650000,4
1005586740000,4
1005586830000,4
1005586920000,5
1005587010000,1
1005587100000,7
1005587190000,9
1005587280000,8
1005587370000,4
1005587460000,2
1005587550000,8
1005587640000,9
1005587730000,1
1005587820000,2
1005587910000,9
1005588000000,1
1005588090000,4
1005588180000,5
1005588270000,5
1005588360000,4
1005588450000,2
1005588540000,2
1005588630000,4
1005588720000,9
1005588810000,5
1005588900000,4
1005588990000,0
1005589080000,8
1005589170000,8
1005589260000,3
1005589350000,1
1005589440000,6
1005589530000,7
1005589620000,6
1005589710000,3
1008095400000,1
1008095490000,4
1008095580000,8
1008095670000,6
1008095760000,8
1008095850000,0
1008095940000,2
1008096030000,1
1008096120000,0
1008096210000,3
1008096300000,3
1008096390000,8
1008096480000,4
1008096570000,3
1008096660000,2
1008096750000,8
1008096840000,1
1008096930000,9
1008097020000,1
1008097110000,3
1008097200000,1
1008097290000,3
1008097380000,2
1008097470000,6
1008097560000,9
1008097650000,0
1008097740000,3
1008097830000,9
1008097920000,9
1008098010000,5
1008098100000,5
1008098190000,6
1008098280000,6
1008098370000,1
1008098460000,4
1008098550000,0
1008098640000,4
1008098730000,3
1008098820000,6
1008098910000,0
1008099000000,0
1008099090000,2
1008099180000,7
1008099270000,7
1008099630000,6
1008099720000,4
1008099810000,4
1008099900000,7
1008099990000,3
1008100080000,2
1008100170000,3
1008100260000,0
1008100350000,3
1008100440000,8
